id	kind	width	lines	ja	ko
R267.0	bio	36	4	後漢の将。黄巾の乱に際し、劉備、孫堅⏎とともに黄巾賊を討伐する。その功績で⏎車騎将軍・河南尹に任ぜられた。董卓死⏎後、李{U:F046}、郭{U:F048}とともに朝政にあたる	후한의 장수. 황건의 난 때 유비,⏎손견과 함께 황건적을 토벌. 그 공으로⏎거기장군・하남윤이 되었다. 동탁 사후⏎이각, 곽사와 함께 국정을 맡았다
R268.0	bio	36	4	呂布配下の将。呂布に従って各地を転戦⏎した猛将で、「陥陣営」の異名を持つ。⏎呂布敗北後は、何ら言い訳をせずに潔く⏎斬られた	여포의 장수. 여포를 따라 각지를⏎전전한 맹장. 「함진영」이라 불렸다.⏎여포가 패한 뒤 아무 변명 없이 의연히⏎베였다
R269.0	bio	36	4	陳留太守。董卓討伐では、第六鎮として⏎軍勢を率いる。曹操の親友であったが、⏎陳宮の勧めで曹操に反旗を翻す。呂布に⏎{U:F04B}州を攻めさせたが、敗れた	진류 태수. 동탁 토벌 때 제6진으로⏎군세를 이끌었다. 조조의 친구였으나⏎진궁의 권유로 반기를 들었다.⏎여포에게 연주를 공격시켰으나 패했다
R270.0	bio	36	4	蜀漢の臣。もと劉璋の配下。天文の心得⏎があり、しばしば天文を見て孔明の出兵⏎を諌めた。劉備の皇帝即位から、蜀漢の⏎滅亡まで光禄大夫として仕えた	촉한의 신하. 원래 유장의 부하.⏎천문에 밝아 자주 천문을 보고 공명의⏎출병을 간했다. 유비의 즉위부터 촉한⏎멸망까지 광록대부로 섬겼다
R271.0	bio	36	4	蜀漢の宦官。劉禅の寵愛を受け、宮中で⏎勢力を広げる。腹心の閻宇に手柄を与え⏎るため、姜維を左遷しようとした。蜀漢⏎の滅亡後、国を乱した罪で処刑された	촉한의 환관. 유선의 총애로 궁중에서⏎세력을 넓혔다. 심복 염우에게 공을⏎세우게 하려 강유 좌천을 꾀했다. 촉한⏎멸망 후 나라를 어지럽힌 죄로 처형됨
R272.0	bio	36	4	呉王朝最後の皇帝。孫和の子。即位前の⏎評価は高かったが、即位後は残虐な振舞⏎いで人心を失った。晋に攻められて降伏⏎し、帰命侯に封ぜられた	오 왕조 마지막 황제. 손화의 아들.⏎즉위 전에는 평판이 좋았으나 즉위 후⏎잔학한 행동으로 인심을 잃었다. 진의⏎공격을 받고 항복해 귀명후에 봉해졌다
R273.0	bio	36	4	呉の臣。張昭の次男。名文家で、皇太子⏎の孫登と親しかったため右弼（補佐役）⏎となる。孫登死後、讒言を受けて左遷さ⏎れ、自殺を命じられた	오의 신하. 장소의 차남. 명문장가였고⏎황태자 손등과 친해 우필(보좌역)이⏎되었다. 손등 사후 참언으로 좌천되고⏎자결을 명받았다
R274.0	bio	36	4	曹操の五男（母・卞氏）。病弱で曹操の⏎葬儀に参列しなかった。曹丕が葬儀欠席⏎を問責する使者を送ると、罪を恐れて自⏎殺した	조조의 오남(모친 변씨). 병약해⏎부친의 장례에 불참했다. 조비가 이를⏎문책하는 사자를 보내자 처벌이 두려워⏎자살했다
R275.0	bio	36	4	曹叡の養子。わずか八歳で帝位に即く。⏎司馬氏誅滅の詔を夏侯玄らに与えるが、⏎発覚。司馬師に帝位を剥奪されて、斉王⏎に封ぜられた	조예의 양자. 불과 8세에 즉위했다.⏎사마씨 주멸의 조서를 하후현 등에게⏎내렸으나 발각되었다. 사마사에게⏎제위를 빼앗기고 제왕에 봉해졌다
R276.0	bio	36	4	曹丕の孫。曹芳が廃位されたのち、司馬⏎師によって立帝された。司馬一族の専横⏎を憂い、自ら手勢を率いて司馬昭を討と⏎うとするが、成済に殺された	조비의 손자. 조방 폐위 후 사마사가⏎황제로 옹립했다. 사마 일족의 전횡을⏎근심해 몸소 수하를 이끌고 사마소를⏎치려 했으나 성제에게 살해되었다
R277.0	bio	36	4	魏の燕王・曹宇の子。魏朝最後の皇帝。⏎司馬昭に迎えられて即位するが、晋王・⏎司馬炎に禅譲を迫られて退位。陳留王に⏎封ぜられた	위의 연왕 조우의 아들. 위의 마지막⏎황제. 사마소가 맞아들여 즉위했으나⏎진왕 사마염에게 선양을 강요받아⏎퇴위하고 진류왕에 봉해졌다
R278.0	bio	36	4	魏の将。夏侯淵の子で、夏侯惇の養子（⏎正史では惇の実子）。攻め寄せる蜀漢の⏎軍勢を迎え撃つが、実力及ばずに敗北。⏎胡へ逃亡し、そのまま帰参しなかった	위의 장수. 하후연의 아들로 하후돈의⏎양자(정사에선 친아들). 쳐들어온⏎촉한군을 요격했으나 역부족으로 패배.⏎오랑캐 땅으로 달아나 돌아오지 않았다
R279.0	bio	36	4	司馬昭の次男。昭の兄・師に子がなかっ⏎たために師の後嗣となった。温和な性格⏎で王位後継者となりかけたが、長幼の序⏎を乱すとして選ばれなかった	사마소의 차남. 큰아버지 사마사에게⏎자식이 없어 그 후사가 되었다. 온화한⏎성격이라 왕위 후계자가 될 뻔했으나⏎장유유서에 어긋난다며 뽑히지 못했다
R280.0	bio	36	4	袁術の武将。呂布のもとに派遣され、袁⏎術の子と呂布の娘の縁談を提示する。呂⏎布が袁術と断交すると許昌に送られ、曹⏎操に斬られた	원술의 무장. 여포에게 파견되어⏎원술의 아들과 여포 딸의 혼담을⏎제안했다. 여포가 원술과 단교하자⏎허창으로 보내져 조조에게 베였다
R281.0	bio	36	4	陶謙の配下。曹操が徐州に侵攻した際、⏎夏侯惇との一騎討ちに臨むが、狂風が起⏎こり、撤退した。のちに劉備配下となる⏎が、張飛と争って斬り殺された	도겸의 부하. 조조가 서주를 침공하자⏎하후돈과 일기토에 나섰으나 광풍이⏎일어 철수했다. 후에 유비의 부하가⏎되었으나 장비와 다투다 베여 죽었다
R282.0	bio	36	4	劉禅の五男。北地王。{U:F058}周らの降伏案に⏎反対するが、近臣に宮中を追い出されて⏎しまう。国の降伏を恥じ、「死して先帝⏎に詫びる」と妻子とともに自害した	유선의 오남. 북지왕. 초주 등의⏎항복안에 반대했으나 근신에게 궁에서⏎쫓겨났다. 항복을 부끄러워해 「죽어서⏎선제께 사죄하리라」며 처자와 자결함
R283.0	bio	36	3	{U:F07B}丘倹の小弟。{U:F07B}丘倹の反乱に加わるが⏎文欽が敗れると{U:F07B}丘倹とともに逃走。呉⏎に逃れた	관구검의 막냇동생. 관구검의 반란에⏎가담했으나 문흠이 패하자 관구검과⏎함께 도주해 오나라로 달아났다
R284.0	bio	36	4	{U:F07B}丘倹の長男。曹芳が司馬師に退位させ⏎られると、父の{U:F07B}丘倹に反乱を促した。⏎挙兵に先立って洛陽を脱したが、のちに⏎殺された	관구검의 장남. 조방이 사마사에게⏎폐위되자 부친 관구검에게 반란을⏎권했다. 거병 전에 낙양을 탈출했으나⏎후에 살해되었다
R285.0	bio	36	4	蜀漢の将。諸葛瞻の長男で諸葛亮の孫。⏎武芸百般に通じていた。諸葛瞻に従って⏎出陣し、綿竹関で先鋒として{U:F04A}艾相手に⏎戦うが、衆寡敵せずに戦死した	촉한의 장수. 제갈첨의 장남이자⏎제갈량의 손자. 온갖 무예에 통달했다.⏎부친을 따라 출진해 면죽관의 선봉으로⏎등애와 싸우다 중과부적으로 전사했다
R286.0	bio	36	4	孫権の長男。孫権が皇帝に即位したのと⏎同時に、皇太子に立てられた。聡明で徳⏎の高い人物として将来を期待されるが、⏎若くして病死した	손권의 장남. 손권이 황제에 즉위함과⏎동시에 황태자로 책봉되었다. 총명하고⏎덕이 높은 인물로 장래를 촉망받았으나⏎젊은 나이에 병사했다
R287.0	bio	36	4	孫権の次男（正史では三男）。呉の最後⏎の皇帝・孫皓の父。姉の全公主から讒言⏎を受け宮中より遠ざけられる。孫峻の手⏎により自殺させられた	손권의 차남(정사에선 삼남). 오의⏎마지막 황제 손호의 부친. 누이⏎전공주의 참언으로 궁중에서 밀려났다.⏎손준에게 자결을 강요당했다
R288.0	bio	36	3	呉の左丞相。陸遜の族子。内政や山越討⏎伐で功績を挙げた。呉帝・孫皓の暴政を⏎諌めるが、聞き入れられなかった	오의 좌승상. 육손의 일족. 내정과⏎산월 토벌에서 공적을 세웠다. 오의⏎황제 손호의 폭정을 간했으나⏎받아들여지지 않았다
R289.0	bio	36	4	呉の臣。演義では宦官。呉帝・孫皓に寵⏎愛されその暴政に拍車をかけた。呉の滅⏎亡時に「岑昏こそすべての元凶である」⏎として群臣に惨殺された	오의 신하. 연의에선 환관. 황제⏎손호의 총애를 받아 폭정을 부추겼다.⏎오 멸망 때 「잠혼이야말로 모든⏎화근이다」라며 신하들에게 참살되었다
R290.0	bio	36	4	劉表配下の将。蔡瑁の腹心。蔡瑁ととも⏎に曹操に降伏して、水軍副都督に任ぜら⏎れる。周瑜の計で謀反を疑われ、蔡瑁と⏎ともに処刑された	유표 휘하의 장수. 채모의 심복.⏎채모와 함께 조조에게 항복해 수군⏎부도독에 임명됐다. 주유의 계략으로⏎모반을 의심받아 채모와 함께 처형됐다
R291.0	bio	36	4	孫策配下の将。凌統の父。呉郡の厳白虎⏎を破ったのち、孫策に帰順して従征校尉⏎に任ぜられた。黄祖との戦いで甘寧の矢⏎を受けて戦死した	손책 휘하의 장수. 능통의 부친.⏎오군의 엄백호를 격파한 뒤 손책에게⏎귀순해 종정교위에 임명됐다. 황조와의⏎싸움에서 감녕의 화살을 맞고 전사했다
R292.0	bio	36	4	張繍配下の勇卒。異民族の出身で張繍軍⏎随一の豪傑。五百斤の荷を背負い一日七⏎百里を歩んだという。対曹操戦で典韋の⏎戟を盗むことを進言し、自ら実行する	장수 휘하의 이민족 출신 용사. 장수군⏎제일의 호걸. 500근을 지고 하루에⏎700리를 걸었다 한다. 조조와 싸울 때⏎전위의 극을 훔치자고 진언, 직접 실행
R293.0	bio	36	4	袁紹配下の将。もとは袁紹、曹操と同じ⏎西園八校尉の１人。官渡の戦いで兵糧庫⏎の烏巣を守る。酒に溺れて曹操の焼き討⏎ちを受け、怒った袁紹に殺された	원소 휘하의 장수. 원래 원소, 조조와⏎함께 서원팔교위. 관도대전 때 병량고⏎오소를 지켰으나 술에 빠져 조조의⏎화공을 당했고, 노한 원소에게 죽었다
R294.0	bio	36	4	後漢の校尉。董卓が専横を振るうと、そ⏎の排斥を袁紹と王允に進言する。反董卓⏎同盟には第九鎮として参加。のちに曹操⏎とともに青州黄巾賊と戦い、戦死した	후한의 교위. 동탁이 전횡을 일삼자⏎원소와 왕윤에게 그 축출을 진언했다.⏎반동탁 동맹에 제9진으로 참가. 후에⏎조조와 함께 청주 황건적과 싸워 전사
R295.0	bio	36	4	蜀漢の臣。{U:F058}周から歴史を学んだ。蜀漢⏎滅亡後は晋に仕え、「三国志」を編纂す⏎る。私撰の書であったが、陳寿の死後、⏎正史として認められた	촉한의 신하. 초주에게 역사를 배웠다.⏎촉한 멸망 후 진을 섬겨 「삼국지」를⏎편찬했다. 개인 저술이었으나 그가⏎죽은 뒤 정사로 인정받았다
R296.0	bio	36	4	天下の奇才。孔融の推挙で曹操に召し出⏎される。対面の席上、曹操が礼を欠いた⏎ことから彼の配下を痛烈に罵倒し、曹操⏎の怒りを買う	천하의 기재. 공융의 천거로 조조에게⏎부름을 받았다. 대면 자리에서 조조가⏎예를 갖추지 않자 그 부하들을 통렬히⏎매도해 조조의 분노를 샀다
R297.0	bio	36	4	呉郡の賊。「東呉の徳王」を自称する。⏎孫策に討伐され、会稽の王朗を頼るが、⏎孫策の前に再度敗走。落ちのびた先で董⏎襲に殺され、首級を孫策に献上された	오군의 도적. 「동오의 덕왕」을 자칭.⏎손책에게 토벌당해 회계의 왕랑에게⏎의탁했으나 또 패주. 도망친 곳에서⏎동습에게 죽고 수급이 손책에게 바쳐짐
R298.0	bio	36	4	諸葛瑾、諸葛亮の末弟。次兄・亮ととも⏎に、臥龍岡で晴耕雨読の日々を過ごす。⏎亮の出仕後は蜀漢に仕えて、長水校尉と⏎なった	제갈근, 제갈량의 막냇동생. 둘째 형⏎제갈량과 함께 와룡강에서 청경우독의⏎나날을 보냈다. 형이 출사한 뒤에는⏎촉한을 섬겨 장수교위가 되었다
R299.0	bio	36	4	徐州の名士。陳登の父。憂国の志ゆえに⏎呂布を裏切り、曹操に内応する。息子・⏎陳登とともに呂布を翻弄し、劉備、曹操⏎の勝利に貢献する	서주의 명사. 진등의 부친.⏎우국충정으로 여포를 배신하고 조조와⏎내통했다. 아들 진등과 함께 여포를⏎농락해 유비, 조조의 승리에 공헌했다
R300.0	bio	36	3	天水郡の主簿。第一次北伐の際、友人の⏎姜維が蜀漢に降ったために、自らも城門⏎を開いて降る。のち執金吾となった	천수군의 주부. 1차 북벌 때 친구⏎강유가 촉한에 항복하자 자신도 성문을⏎열고 항복했다. 후에 집금오가 되었다
R301.0	bio	36	4	魏の臣。殿中校尉。大将軍・曹爽の信任⏎を得る。文欽、{U:F07B}丘倹が反乱した際に、⏎友人の文欽を引き留めようと使者になっ⏎たが、果たせずに泣きながら戻る	위의 신하. 전중교위. 대장군 조상의⏎신임을 얻었다. 문흠과 관구검의 난 때⏎친구 문흠을 만류하려 사자로 갔으나⏎뜻을 이루지 못하고 울며 돌아왔다
R302.0	bio	36	4	蜀漢の将。右将軍。黄皓の引立てで出世⏎する。姜維に代わって対魏戦線に赴こう⏎とするが、魏将・{U:F04A}艾が手強いと聞いて⏎怖じ気づき、出撃しなかった	촉한의 장수. 우장군. 황호의 후원으로⏎출세했다. 강유 대신 위와의 전선에⏎나서려 했으나 적장 등애가 강하다는⏎말에 겁을 먹고 출격하지 않았다
R303.0	bio	36	4	魏の武将。雍州刺史。姜維の背水の陣に⏎敗れるが、陳泰、{U:F04A}艾に救われる。のち⏎に尚書となるが、曹髦が司馬昭誅伐の兵⏎を挙げた際、母親とともに処刑された	위의 무장. 옹주자사. 강유의 배수진에⏎패했으나 진태, 등애에게 구원받았다.⏎후에 상서가 되었으나 조모가 사마소를⏎치려 거병하자 모친과 함께 처형됐다
R304.0	bio	36	4	蜀漢の臣。永昌太守。孟獲が企てた蜀へ⏎の反乱に同調しなかったため、雍{U:F056}らの⏎攻撃を受ける。呂凱とともにこれを防ぎ⏎諸葛亮の到着まで城を守り抜いた	촉한의 신하. 영창 태수. 맹획이 꾀한⏎반란에 동조하지 않아 옹개 등의⏎공격을 받았다. 여개와 함께 이를 막아⏎제갈량의 도착까지 성을 지켜 냈다
R305.0	bio	36	4	晋の臣。侍中。王濬から呉討伐の上表文⏎を受け取った司馬炎に、一年間、呉が疲⏎弊するのを待つよう諌めた。呉討伐が決⏎まると安東大将軍として軍を率いた	진의 시중. 왕준에게서 오 토벌 상소를⏎받은 사마염에게 오가 지치도록 1년간⏎기다리라고 간했다. 토벌이 결정되자⏎안동대장군으로 군을 이끌었다
R306.0	bio	36	4	袁譚配下の臣、青州の別駕。袁譚死後に⏎その首がさらされると、曹操の命に背い⏎て袁譚の首のもとで泣く。その忠義を認⏎められて、中郎将に任ぜられた	원담 휘하의 신하, 청주의 별가.⏎원담 사후 머리가 효수되자 조조의⏎명을 어기고 그 머리 앞에서 울었다.⏎그 충의를 인정받아 중랑장에 임명됐다
R307.0	bio	36	4	晋の将。建威将軍。呉討伐に参加する。⏎一軍を率いて武昌へ進攻する。石頭城で⏎王濬の軍と合流した。「竹林の七賢」の⏎１人に数えられる	진의 장수. 건위장군. 오 토벌에 참가.⏎한 부대를 이끌고 무창으로 진공했다.⏎석두성에서 왕준의 군과 합류했다.⏎「죽림칠현」 중 1명으로 꼽힌다
R308.0	bio	36	4	魏の将。征南大将軍として、十万の兵を⏎率いて呉の南郡を攻める。しかし、敵将⏎丁奉が東興で勝利したため、攻撃しても⏎利がないと判断、撤退した	위의 장수. 정남대장군으로 10만의⏎병사를 이끌고 오의 남군을 공격했다.⏎그러나 적장 정봉이 동흥에서 이기자⏎공격해도 이득이 없다고 보고 철수했다
R309.0	bio	36	4	関羽配下の臣。随軍司馬。関羽が襄陽を⏎攻撃した際、荊州の守備に不安を感じて⏎忠告した。関羽脱出後の麦城を守るが、⏎関羽の死を知り、自害した	관우 휘하의 신하. 수군사마. 관우가⏎양양을 공격할 때 형주 수비를 우려해⏎충고했다. 관우가 탈출한 뒤 맥성을⏎지켰으나 관우의 죽음을 알고 자결했다
R310.0	bio	36	4	魏の臣。郭嘉の子。郭嘉の死後、曹操の⏎館に引きとられた。のちに魏の太子文学⏎となる。博学だが、相手によって態度を⏎異にしたという	위의 신하. 곽가의 아들. 부친 사후⏎조조의 저택에 거두어졌다. 후에 위의⏎태자문학이 되었다. 박학했으나 상대에⏎따라 태도를 달리했다고 한다
R311.0	bio	36	3	劉表配下の将。劉備が荊州を支配すると⏎劉備に仕える。孟達とともに、葭萌関の⏎守備にあたった。蜀漢の将・霍弋の父	유표 휘하의 장수. 유비가 형주를⏎차지하자 그를 섬겼다. 맹달과 함께⏎가맹관 수비를 맡았다. 촉한의 장수⏎곽익의 부친
R312.0	bio	36	4	蜀漢の将。霍峻の子。建寧の太守。成都⏎陥落の報を聞き、喪服を着て泣く。建寧⏎で抵抗を続けたが、劉禅の身柄の安全を⏎確認したのち、部下とともに投降した	촉한의 장수. 곽준의 아들. 건녕 태수.⏎성도 함락 소식에 상복을 입고 울었다.⏎건녕에서 항전하다 유선의 신변 안전을⏎확인한 뒤 부하들과 함께 투항했다
R313.0	bio	36	4	曹操の側近。曹操所有の名剣「青{U:F069}」を⏎預かっていた。長坂坡で略奪を働こうと⏎したとき、趙雲に斬り殺される。その際⏎に「青{U:F069}」も奪われた	조조의 측근. 조조의 명검 「청강」을⏎맡아 두고 있었다. 장판파에서 약탈을⏎하려다 조운에게 베여 죽었다. 이때⏎「청강」도 빼앗겼다
R314.0	bio	36	4	夏侯惇の甥で夏侯尚の兄。天蕩山を守備⏎していた。蜀将・厳顔に火を放たれて、⏎消火作業に気をとられていたところを、⏎厳顔に斬られた	하후돈의 조카이자 하후상의 형.⏎천탕산을 수비했다. 촉장 엄안이 불을⏎놓자 불 끄기에 정신이 팔린 틈에⏎엄안에게 베였다
R315.0	bio	36	4	公孫淵配下の将。公孫淵が燕王を僭称し⏎たのを諌めたために、怒りを買い処刑さ⏎れた。のちに、公孫淵を討伐した司馬懿⏎から子孫に爵位が贈られた	공손연 휘하의 장수. 공손연이 연왕을⏎참칭하자 이를 간했다가 분노를 사⏎처형되었다. 후에 공손연을 토벌한⏎사마의가 그 자손에게 작위를 내렸다
R316.0	bio	36	4	曹操配下の将。袁術配下だったが、夏侯⏎惇に誘われて曹操に仕える。曹操に屯田⏎制の必要を進言した。演義では長沙太守⏎韓玄の弟	조조 휘하의 장수. 원술의 부하였으나⏎하후돈의 권유로 조조를 섬겼다.⏎둔전제의 필요성을 진언했다. 연의에선⏎장사 태수 한현의 동생
R317.0	bio	36	4	河東郡「白波賊」の大将。洛陽へ向かう⏎献帝を董承、楊奉らとともに警護する。⏎曹操の威勢を恐れ、楊奉と組んで曹操に⏎敵対する。のち関羽、張飛に倒された	하동군 「백파적」의 대장. 동승, 양봉⏎등과 낙양으로 가는 헌제를 호위했다.⏎조조의 위세를 두려워해 양봉과 손잡고⏎대적했다. 후에 관우, 장비에게 죽었다
R318.0	bio	36	4	袁術配下の将。曹操が袁術を攻めた際、⏎迎撃軍の先鋒となる。寿春の県境で曹操⏎軍と戦い、夏侯惇に討たれた。正史では⏎袁術によって大将軍に任命されている	원술의 장수. 조조가 원술을 칠 때⏎요격군 선봉이 되었다. 수춘 경계에서⏎조조군과 싸우다 하후돈에게 죽었다.⏎정사에선 원술의 대장군이었다
R319.0	bio	36	4	魏の臣。大司農。曹爽の信任厚い人物で⏎「知嚢（知恵袋）」と称された。司馬懿⏎に降伏する曹爽を諌め、合戦を主張した⏎が聞かれなかった	위의 신하. 대사농. 조상의 신임이⏎두터웠다. 「지낭(꾀주머니)」이라⏎불렸다. 사마의에게 항복하려는 조상을⏎말리며 결전을 주장했으나 묵살됐다
R320.0	bio	36	4	魏の将。揚州刺史。楽進の子。対蜀漢戦⏎で活躍する。諸葛誕の反乱の際、賈充の⏎密書を受け取ったために諸葛誕の奇襲を⏎受け、楼上で斬り殺された	위의 장수. 양주자사. 악진의 아들.⏎촉한과 싸워 활약했다. 제갈탄의 반란⏎때 가충의 밀서를 받은 탓에 제갈탄의⏎기습을 받아 누각 위에서 베여 죽었다
R321.0	bio	36	4	武陵太守・金旋配下の従事。張飛に攻め⏎られ、降伏を進言するが容れられない。⏎張飛に敗れて逃げ戻った金旋の首を取っ⏎て投降。後任の武陵太守に任ぜられた	무릉 태수 김선 휘하의 종사. 장비가⏎쳐들어오자 항복을 권했으나 묵살됐다.⏎장비에게 패주해 온 김선의 목을 베어⏎투항, 후임 무릉 태수에 임명되었다
R322.0	bio	36	4	呂布配下の将。侯成、宋憲とともに呂布⏎を裏切って曹操に降る。白馬の戦いでは⏎顔良相手に一騎討ちを挑むが、ただ一合⏎で斬られた	여포 휘하의 장수. 후성, 송헌과 함께⏎여포를 배신하고 조조에게 항복했다.⏎백마 전투에선 안량에게 일기토를⏎걸었으나 단 일합에 베였다
R323.0	bio	36	3	公孫{U:F040}配下の将。界橋の戦いでは一軍を⏎率いて出陣するが、袁紹軍の将・麹義と⏎戦って敗れ、斬り殺された	공손찬 휘하의 장수. 계교 전투에서⏎한 부대를 이끌고 출진했으나 원소군의⏎장수 국의와 싸워 패하고 베여 죽었다
R324.0	bio	36	4	孫権配下の臣。同盟の使者として訪れた⏎諸葛亮に舌戦を挑むが、逆に言い負かさ⏎れる。孫権が帝位に即くと衛尉に任ぜら⏎れた。のちに尚書令となった	손권 휘하의 신하. 동맹의 사자로 온⏎제갈량에게 설전을 걸었으나 도리어⏎논파당했다. 손권이 제위에 오르자⏎위위에 임명됐고, 후에 상서령이 됐다
R325.0	bio	36	4	袁紹の甥。{U:F064}州の刺史。官渡で敗北した⏎袁紹を救うべく出撃する。のち壺関にて⏎反曹操の兵を挙げる。李典、楽進ら曹操⏎麾下の名将相手に善戦するが、敗れた	원소의 조카. 병주자사. 관도에서 패한⏎원소를 구하러 나섰다. 후에 호관에서⏎반조조 군사를 일으켜 이전, 악진 등⏎조조의 명장과 싸워 선전했으나 패했다
R326.0	bio	36	4	{U:F04A}艾の蜀遠征で監軍。綿竹関の攻防で、⏎まず諸葛瞻に降伏勧告するよう勧めた。⏎拒否されると、奇襲して攻め落とすよう⏎に進言した	등애의 촉 원정에서 감군을 맡았다.⏎면죽관 공방에서 먼저 제갈첨에게⏎항복을 권하자고 건의했다. 거부되자⏎기습으로 함락시키자고 진언했다
R327.0	bio	36	4	蜀漢の将。右将軍。諸葛亮の北伐に従軍⏎する。木牛・流馬を用いて剣閣から祁山⏎までの輸送を行う。諸葛亮の策で魏軍に⏎木牛・流馬をわざと奪わせた	촉한의 우장군. 제갈량의 북벌에 종군.⏎목우・유마로 검각에서 기산까지⏎수송했다. 제갈량의 계책으로 위군에⏎목우・유마를 일부러 빼앗기게 했다
R328.0	bio	36	4	呂布配下の将。籠城中に禁酒令を破った⏎かどで棒罰を受ける。この暴挙に呂布を⏎見限り、魏続、宋憲とともに寝返りを決⏎意。赤兎馬を盗んで曹操に投降した	여포 휘하의 장수. 농성 중 금주령을⏎어겨 곤장을 맞았다. 이 폭거에 여포를⏎저버리고 위속, 송헌과 배반을 결의.⏎적토마를 훔쳐 조조에게 투항했다
R329.0	bio	36	4	公孫{U:F040}の弟。冀州の分割交渉のため、使⏎者として袁紹を訪れる。しかし、袁紹に⏎分割の意志はなく、帰路に兵を伏せられ⏎暗殺された	공손찬의 동생. 기주 분할 교섭을 위해⏎사자로 원소를 찾아갔다. 그러나⏎원소는 분할할 뜻이 없었고 돌아가는⏎길에 매복한 병사에게 암살되었다
R330.0	bio	36	4	公孫度の子。曹操軍に敗れて逃げてきた⏎袁煕、袁尚兄弟を斬り、首を曹操のもと⏎へ届けた。その功で曹操から襄平侯・左⏎将軍の位を授かった	공손도의 아들. 조조군에 패해 도망쳐⏎온 원희, 원상 형제를 베어 그 목을⏎조조에게 보냈다. 그 공으로 조조에게⏎양평후・좌장군의 지위를 받았다
R331.0	bio	36	4	公孫康の弟。公孫康に袁煕らを殺して首⏎を曹操へ届けるよう進言した。兄の死後⏎爵位を継いで、車騎将軍に任ぜられるが⏎のちに甥の公孫淵に位を奪われた	공손강의 동생. 형에게 원희 등의 목을⏎베어 조조에게 보내라 진언했다. 형이⏎죽자 작위를 이어 거기장군이 되었으나⏎후에 조카 공손연에게 자리를 빼앗겼다
R332.0	bio	36	4	蜀漢の臣。越雋太守。雍{U:F056}とともに反乱⏎を起こす。しかし、諸葛亮の離間の策に⏎よって降伏。雍{U:F056}、朱褒を倒した功績に⏎より益州太守を任ぜられた	촉한의 신하. 월수 태수. 옹개와 함께⏎반란을 일으켰으나 제갈량의 이간책에⏎걸려 항복했다. 옹개, 주포를 쓰러뜨린⏎공적으로 익주 태수에 임명되었다
R333.0	bio	36	4	劉璋配下の将。楊懐とともに、{U:F06A}水関の⏎守備にあたった。劉備の暗殺を計画する⏎が、劉備の軍師・{U:F04C}統に察知され、逆に⏎おびき寄せられて処刑された	유장 휘하의 장수. 양회와 함께⏎부수관 수비를 맡았다. 유비 암살을⏎꾀했으나 유비의 군사 방통에게 간파돼⏎도리어 유인되어 처형되었다
R334.0	bio	36	4	王植配下の従事。劉備のもとへ走る関羽⏎の焼き討ちを命ぜられるが、これに背き⏎関羽を逃がした。のち関羽を頼って荊州⏎へ赴き、劉備の配下となる	왕식 휘하의 종사. 유비에게 달려가는⏎관우를 불태워 죽이라는 명을 받았으나⏎어기고 관우를 도망치게 했다. 후에⏎관우를 찾아 형주에 가 유비를 섬겼다
R335.0	bio	36	4	魏の臣。朝歌県長。曹植と位を争う曹丕⏎の相談役として、絹入りのつづらに隠れ⏎館へ赴く。これを密告されると次は絹だ⏎けのつづらを運ばせ、難を逃れた	위의 신하. 조가현장. 조식과 후계를⏎다투던 조비의 참모로 비단 고리짝에⏎숨어 저택에 갔다. 밀고당하자 다음엔⏎비단만 든 고리짝을 보내 모면했다
R336.0	bio	36	4	蔡瑁の従弟。赤壁の戦いの直前に、蔡中⏎とともに呉に降伏する。しかし、降伏を⏎偽りと見抜いた周瑜に、「苦肉の計」を⏎仕掛けられ、誤情報を送ってしまう	채모의 사촌 동생. 적벽대전 직전에⏎채중과 함께 오에 항복했다. 그러나⏎거짓 항복을 간파한 주유가 꾸민⏎「고육지책」에 걸려 오보를 보냈다
R337.0	bio	36	4	蔡瑁の従弟。蔡和とともに「埋伏の毒」⏎として呉に降伏する。しかし周瑜に見抜⏎かれ、曹操の陣まで案内させられたあげ⏎く、甘寧に斬り殺された	채모의 사촌 동생. 채화와 함께 첩자로⏎오에 거짓 항복했다. 그러나 주유에게⏎간파당해 조조 진영까지 길 안내를⏎강요당한 끝에 감녕에게 베여 죽었다
R338.0	bio	36	4	陶謙に仕え、輸送中の物資を横領して仏⏎教の寺院を建設した。のち劉{U:F04D}配下の将⏎として孫策と戦うが敗れ、劉{U:F04D}とともに⏎劉表を頼って落ちのびた	도겸을 섬기며 수송 중인 물자를⏎횡령해 불교 사원을 지었다. 후에 유요⏎휘하에서 손책과 싸웠으나 패해 유요와⏎함께 유표에게 의탁하러 달아났다
R339.0	bio	36	4	呉の将。夷陵の戦いでは孫桓配下として⏎蜀漢と戦う。張苞と戦うがかなわず逃げ⏎る。翌日、陣中に攻め入ってきた張苞に⏎突き殺された	오의 장수. 이릉대전에선 손환 휘하로⏎촉한과 싸웠다. 장포에게 맞섰으나⏎당해 내지 못해 달아났다. 이튿날⏎진중에 쳐들어온 장포에게 찔려 죽었다
